tweet_text,emotion_type,product_mention
RT @mention Hand-Held Û÷HoboÛª: Drafthouse launches Û÷Hobo With a ShotgunÛª iPhone app #SXSW {link},Positive emotion,Apple
"RT @mention Have decided I need an ipad. #usguys #sxsw - I agree, you do!",Positive emotion,Apple
RT @mention Having a hard time tweeting and using iPhone here at #SXSW. Using iPad and it's much better. #HISXSW,Positive emotion,Apple
RT @mention Having fun creating a dynamic Google doc with @mention from opposite sides of the #killcommunity room #sxsw,Positive emotion,Google
RT @mention Having fun w/ @mention new Check-In's feature on iPhone | See @mention latest article &quot;Roll your own 4square&quot; {link} #SXSW,Positive emotion,Apple
RT @mention Having so much fun handing out chances to win 2 Audi cars with @mention #SXSW  (@mention Apple Store SXSW) {link},no emotion,Apple
"RT @mention HBD! If we all donated a dime... RT @mention everyone coming to #SXSW, a friendly reminder that iPad 2 out Friday &amp; my birthday is Saturday",no emotion,Apple
RT @mention heading to @mention #pvhouse? first 2 snackers to tweet us &amp; find one of our popchicks will #win an iPhone 4 case! #sxsw,no emotion,Apple
RT @mention Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link},Positive emotion,Apple
RT @mention Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp,no emotion,Apple
RT @mention Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,no emotion,Apple
RT @mention Heading to Austin for #SXSW? The #LP Austin guide for #iPhone is free for a limited time {link} #travel,Positive emotion,Apple
RT @mention Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de ChÌÁo #sxsw,Positive emotion,Google
RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw [Pop-POP!],no emotion,Apple
RT @mention Heard about Apple's pop-up store in downtown Austin? Pics are already on Gowalla: {link} #sxsw #iPad2,no emotion,Apple
RT @mention Heard at #sxsw #Android is now the leading market share of smart phones in US. #getjarsxsw,Positive emotion,Google
"RT @mention Hearing @mention travels across US through social connections, people wandering around with iPad 2s and t-shirts with QR codes. #sxsw",no emotion,Apple
RT @mention Hearing that google may launch a social network at an event tonight.  #sxsw,no emotion,Google
"RT @mention Heat Tracker is a cool heatmap iPhone app overlay for Foursquare, but everything is on fire here #SXSW",Positive emotion,Apple
"RT @mention Hello, Holler Gram! Come take a look at our new (and first!) iPad app {link} #hollergram #sxsw",no emotion,Apple
"RT @mention Helping you clean up and organize all of your news/content, @mention does a great job for you #iPad owners. #sxsw #SXSWi",Positive emotion,Apple
RT @mention Here it is! Join actsofsharing.com and starting tonight the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,no emotion,Apple
RT @mention Here's Google Realtime for #SXSW {link} via @mention,Positive emotion,Google
RT @mention Hey @mention do you have an iPhone? We'd love to turn your art into a iPhone case. Let us know! #zazzlesxsw #sxsw,no emotion,Apple
"RT @mention Hey @mention why not roll a tractor trailer or 2, full of iPads into #SXSW, I bet you would sell the entire inventory out! #justsaying",Positive emotion,Apple
"RT @mention Hey #Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.",no emotion,Both
"RT @mention Hey #sxsw exhibitors, why not capture your booth experience with a Retrollect disc? Most popular disc wins iPad 2! {link}",no emotion,Apple
RT @mention Hey #SXSW how bout donating all this $ your spending on the new #iPad to Japan. Do you REALLY need that thing?,no emotion,Apple
RT @mention Hey #sxsw presenters &amp; attendees! Here are tips on how to show presentations on the #iPad and #iPhone {link},no emotion,Apple
RT @mention Hey #SXSW- ers RT @mention RT @mention Last day to get the #LP Austin iPhone app for free {link} #travel,Positive emotion,Apple
"RT @mention Hey #vufinders, awesome new update for @mention #iphone app {link} 3X speedup for object tagging (outside #sxsw conf hours :-)",Positive emotion,Apple
RT @mention Hey all you lucky ducks headed to #SXSW want to win an iPad? @mention (client) is giving one away. Details here: {link} #SXSWi,Positive emotion,Apple
"RT @mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  (Sure...)",no emotion,Both
"RT @mention Hey Austin, know a little about #iPhone or #Android, love music &amp; wanna make $20/hour during #SXSW?  Please let me know.",no emotion,Both
RT @mention Hey foodies: if you're in Austin for SXSW download the new ARW iphone/android app and use it as a guide to dine while you're in town! #SXSW,Positive emotion,Both
"RT @mention Hey if you're at #sxsw, try out the early iPhone/android beta of Hitchery and let us know what you think! {link}",no emotion,Both
"RT @mention Hey, #SxSW attendees. Summon your own town car when party hopping with an iPhone and @mention NothinÛ_ (cont) {link}",no emotion,Apple
"RT @mention Hey, Apple fans! Get a peek at the space that's slated to be a pop-up #SXSW Apple Store tomorrow: {link}",no emotion,Apple
"RT @mention Hey, if you're at #SXSW check out my pals @mention They're crucial dudes.Just fuckin' google to see when they're playing or whatever",no emotion,Google
"RT @mention Hey, you lucky dogs at #SXSW with iPads -- check out the Holler Gram app: {link}",Positive emotion,Apple
"RT @mention Hi! If you accidentally took my iPad from the #techi set #pepsicostage, 
would you please return it to me? #sxsw",no emotion,Apple
"RT @mention Hi! If you accidentally took my iPad from the #techi set #pepsicostage, 
would you please return it to me? #sxsw {link}",no emotion,Apple
RT @mention Hipster or hobo? Only way to tell is the iPhone. #sxsw,no emotion,Apple
RT @mention Hipsters w/ oversized earphones pluged into the new IPAD make me happy that Texas has such loose gun laws #SXSW,Negative emotion,Apple
"RT @mention Hiring marketers, designers, creatives, social media pros... Come see #Aquent booth 1415 #SXSW trade show. You might win iPad 2",no emotion,Apple
RT @mention Historical photo mashup with Google maps at {link} #SXSW,no emotion,Google
RT @mention Hitlantis for the iPad. Cool song explorer app. Hitlantis.com. #sxsw #musicviz,Positive emotion,Apple
"RT @mention Hm? Do we need another 1? RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Negative emotion,Google
RT @mention Hmm... the sxsw.com/interactive/live stream isn't ipad/mobile compatible. Maybe next year. #sxsw,Negative emotion,Apple
"RT @mention Hmmmm..... RT @mention Google to Launch Major New Social Network, &quot;Circles&quot; -possibly Today {link} #sxsw",no emotion,Google
RT @mention HOBO WITH A SHOTGUN iPhone game {link} #sxsw,no emotion,Apple
RT @mention Holla! RT @mention At google party. Best ever! Get your butt over here. #sxsw,Positive emotion,Google
"RT @mention holy smokes, ipad2 replacing my flip cam as default video capture device. beautiful. elegant. apple. #sxsw",Positive emotion,Apple
"RT @mention Homeless guy in front of Apple pop-up store here at #sxsw is holding a sign that says, &quot;Need money for iPad 2&quot;",no emotion,Apple
"RT @mention Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",no emotion,Both
"RT @mention HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link} via @mention",no emotion,Both
RT @mention Hope they leave it up after #SXSW RT @mention Apple Opening Pop-Up Store In Austin For SXSW {link} by @mention,no emotion,Apple
RT @mention Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Positive emotion,Google
RT @mention Hotpot #google #marissameyer what is next #Clevelandsteamer. #sxsw,no emotion,Google
RT @mention How Cool is this! #Apple opening a temporary store for the #iPad2 launch and #SXSW {link} #sxswh,Positive emotion,Apple
RT @mention How could Murphy USA better serve you inside Google Maps on your phone? -Google is announcing great features in v5 #SXSW,Positive emotion,Google
RT @mention How many of you are in Austin? Follow @mention to find out what our Googlers are up to at #sxsw {link},no emotion,Google
RT @mention How the hell am I supposed to get the new IPad when I am stumbling around Austin during #SXSW #notwinning,no emotion,Apple
RT @mention How to design for baby boomers: DON'T. John McRee on #iPad design #sxsw #yourmom,no emotion,Apple
RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link},Positive emotion,Google
RT @mention How to improve website rankings: Advice from Google &amp; Bing at #SXSW {link} via @mention,no emotion,Google
"RT @mention HUZZAH!  RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW. #umassjour",Positive emotion,Google
"RT @mention I Added Linkedin =) -  HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}",no emotion,Both
RT @mention I also function as an iPad. ÛÏ@mention There sure are a lot of ipads on this flight. And @mention #NerdsUnite #sxswÛ,Positive emotion,Apple
RT @mention I can't wait to see what @mention 's been up to! @mention big news {link}  #google #circles #sxsw,Positive emotion,Google
"RT @mention I cant wait to give the SAMSUNG people a demo of my horrible, terrible Google Nexus S phone at #sxsw",Negative emotion,Google
RT @mention I convinced myself not to upgrade to iPad 2. But then I just held one at the #SxSW trade show... and failed my willpower check.,Positive emotion,Apple
RT @mention I don't know why you would do original content ONLY for anything in today's world.(And the iPad 2 is better.)  Barry Diller #SXSW,Positive emotion,Apple
"RT @mention I feel like my iPhone: Always on, always doing something, running out of battery fast. #sxsw",Negative emotion,Apple
RT @mention I got turkey! RT @mention Random Apple Fan just bought lunch for everyone in line at #SXSW Popup Apple Store #ipad2 cc/ @mention,Positive emotion,Apple
RT @mention I had to pull out my iPhone and look busy to fit in at the sxsw badge line today. 400 people shuffling along staring at their phones. #sxsw,Positive emotion,Apple
RT @mention I have yet to walk into a conference room where it doesn't look like an Apple ad. You'd think there was nothing else. #SXSW,Negative emotion,Apple
RT @mention I hope everyone has an awesome weekend at #SXSW! I know @mention is giving away some great Apple prizes.,Positive emotion,Apple
RT @mention I hope everyone RSVP'd for the temporary downtown Austin Apple store for #SXSW.,no emotion,Apple
"RT @mention I just fell asleep for 2 hours with my eyes open, staring into the #SXSW stream on my iPad 2. {link}",Positive emotion,Apple
RT @mention I just found BBQ sauce on my iPad - tech and Texas really do come together here!  #SXSW,no emotion,Apple
RT @mention I know it's #SXSW because my iPhone has started lying to me about its signal strength.,Negative emotion,Apple
"RT @mention I left my WHITE iPhone 4G in a cab in Austin at #SXSW

Internet, please help.",no emotion,Apple
"RT @mention I may not have invites to all the &quot;cool&quot; #sxsw #sxswi parties, but I do have two iPhone chargers in my pocket, so you'll be happy to see me!",no emotion,Apple
